Name,Price,Abv,Rating,Year_Made,Distillery,Mash_Bill,Flavor_Profile,Aging Period
"Russell s Reserve Single Barrel, 55%",60,55,93,NA,Wild Turkey Distillery,"75% corn, 13% rye, 12% malted barley","caramel, vanilla, oak, spice, cinnamon",9
"Doc.52 9 year old Straight Bourbon, 53%",60,53,93,NA,Undisclosed,Undisclosed,"Vanilla, Oak, Caramel, Spice",9
"Elijah Craig Barrel Proof (Batch B519), 61.1%",60,61.1,93,2019,Heaven Hill Distillery,"78% corn, 12% malted barley, 10% rye","caramel, oak, vanilla, cinnamon, rich",12
"Baker s Single Barrel (No. 000185706), 53.5%",60,53.5,93,2019,Jim Beam Distillery,"77% corn, 13% rye, 10% malted barley","caramel, vanilla, oak, spice, toasted nuts",7
"Maker s Mark Wood Finishing Series: Stave Profile RC6 Kentucky Straight Bourbon (2019 Release), 54.1%",60,54.1,93,2019,Maker's Mark Distillery,"70% corn, 16% wheat, 14% malted barley","caramel, toasted oak, vanilla, baking spice, fruit",6
"Knob Creek 12 year old Kentucky Straight Bourbon, 50%",60,50,93,2020,Jim Beam Distillery,"75% corn, 13% rye, 12% malted barley","oak, caramel, vanilla, spice, leather",12
"Maker s Mark 2020 Limited Release Stave Profile SE4 x PR5 Kentucky Straight, 55.4%",60,55.4,93,2020,Maker's Mark Distillery,"70% corn, 16% wheat, 14% malted barley","caramel, vanilla, oak, spice, toasted",6
"Maker s Mark Wood Finishing Series 2021 Release: FAE-01, 55.15%",60,55.1,93,2021,Maker's Mark Distillery,"70% corn, 16% wheat, 14% malted barley","caramel, oak, vanilla, baking spice, fruity",6
"Nelson s Green Brier Nelson Brothers Reserve Blend of Straights, 53.9%",60,53.9,93,2022,Nelson's Green Brier Distillery,undisclosed,"caramel, oak, spice, vanilla, dried fruit",9.5
"Larceny (Batch C922), 63.3%",60,63.3,93,2022,Heaven Hill Distillery,"68% corn, 20% wheat, 12% malted barley","caramel, oak, spice, vanilla, brown sugar",7
"Larceny Barrel Proof (Batch A123), 62.9%",60,62.9,93,2023,Heaven Hill Distillery,"68% corn, 20% wheat, 12% malted barley","caramel, vanilla, oak, cinnamon, spicy",7
"Larceny Barrel Proof (Batch C923), 63.2%",60,63.2,93,2023,Heaven Hill Distillery,"68% corn, 20% wheat, 12% malted barley","caramel, vanilla, oak, cinnamon, spice",7
"William Larue Weller, 62.65%",65,62.6,93,2020,Buffalo Trace Distillery,Undisclosed (wheated mash bill),"Rich caramel, vanilla, oak spice, dark fruit, cinnamon",13
"Elijah Craig Barrel Proof (Batch C917), 65.5%",65,65.5,93,2017,Heaven Hill Distillery,"78% corn, 12% malted barley, 10% rye","caramel, oak, vanilla, spice, dark fruit",12
"Jack Daniel s Single Barrel Heritage Barrel, 50%",65,50,93,2018,Jack Daniel's Distillery,"80% corn, 12% malted barley, 8% rye","caramel, oak, vanilla, spice, rich",6
"Larceny Barrel Proof (Batch A124), 62.1%",65,62.1,93,2024,Heaven Hill Distillery,"68% corn, 20% wheat, 12% malted barley","caramel, vanilla, oak, cinnamon, toasted spice",7
"Booker s 2018-03  Kentucky Chew,  63.35%",70,63.4,93,2018,Jim Beam Distillery,"77% corn, 13% rye, 10% malted barley","caramel, vanilla, oak, spice, cinnamon",6.5
"Thomas S. Moore Chardonnay Cask-Finished, 48.95%",70,49,93,2022,Barton 1792 Distillery,undisclosed,"fruity, vanilla, oak, buttery, toasted",6
"Thomas S. Moore Port Cask-Finished, 49.45%",70,49.5,93,2020,Barton 1792 Distillery,undisclosed,"dark fruit, caramel, oak, spice",6
"Russell s Reserve 13 year old Barrel Proof Kentucky Straight, 57.4%",70,57.4,93,2021,Wild Turkey Distillery,"75% corn, 13% rye, 12% malted barley","caramel, oak, vanilla, spice, dark fruit",13
"Jack Daniel s 10 Year Old, 48.5%",70,48.5,93,2021,Jack Daniel's Distillery,"80% corn, 12% malted barley, 8% rye","caramel, oak, vanilla, spice, toasted nut",10
"Booker s 2018-02  Backyard BBQ,  64.4%",75,64.4,93,2018,Jim Beam Distillery,"77% corn, 13% rye, 10% malted barley","smoky, caramel, spicy, oak, vanilla",6.5
"Michter s US*1 Barrel Strength Single Barrel Kentucky Straight Bourbon (Barrel #17E866), 55.3%",75,55.3,93,2017,Michter's Distillery,undisclosed,"caramel, vanilla, oak, spice, toasted nuts",6.5
"Elijah Craig 10 year old Barrel Proof (Batch A124), 59.5%",75,59.5,93,2024,Heaven Hill Distillery,"78% corn, 12% malted barley, 10% rye","caramel, oak, vanilla, baking spice, toasted nuts",10
"Backbone Decade Down Anniversary Edition (2022), 55%",76,55,93,2022,Backbone Bourbon Company (sourced from MGP),"75% Corn, 21% Rye, 4% Malted Barley","caramel, vanilla, oak, spice, tobacco",10
"Parker s Heritage Collection (2010 release), 10 year old, 63.9%",80,63.9,93,2010,Heaven Hill Distillery,"78% corn, 12% malted barley, 10% rye","caramel, vanilla, oak, spice, rich",10
"Booker s 2019-02  Shiny Barrel Batch"" Kentucky Straight Bourbon, 62%",80,62,93,2019,Jim Beam Distillery,"77% corn, 13% rye, 10% malted barley","vanilla, caramel, oak, spice, roasted nuts",6.5
"World Whiskey Society Japanese Mizunara Shochu Finished, 60%",80,60,93,NA,Undisclosed,Undisclosed,"Spicy, Mizunara oak, Vanilla, Fruit, Herbal",6
"Hardin s Creek Colonel James B. Beam 2 year old, 54%",80,54,93,2022,James B. Beam Distilling Co.,undisclosed,"caramel, vanilla, oak, spice, grain",2
"Moonlight Mayhem Extended Cut Cask Strength, 57.5%",80,57.5,93,2023,Filmland Spirits,"75% corn, 21% rye, 4% malted barley","caramel, spice, vanilla, oak, cinnamon",4
"RD One Small Batch Brazilian Amburana Finished, 55%",80,55,93,2023,RD One Distillery,undisclosed,"spicy, cinnamon, vanilla, caramel, exotic",4
"Doc.52 14 Year Old Straight Bourbon, 60%",85,60,93,NA,Undisclosed (Bottled by Doc's Whiskey),Undisclosed,"Rich oak, Vanilla, Caramel, Spice",14
"Remus Repeal Reserve Straight Bourbon (Series IV), 50%",85,50,93,2020,MGP (Ross & Squibb Distillery),undisclosed,"caramel, vanilla, oak, spice, dried fruit",14
"Kentucky Peerless Double Oak, 54.35%",85,54.4,93,2022,Kentucky Peerless Distilling Co.,undisclosed,"caramel, oak, cinnamon, vanilla, toasted nuts",4.5
"Jack Daniel s 10 year old, 48.5%",85,48.5,93,2021,Jack Daniel Distillery,"80% corn, 12% malted barley, 8% rye","caramel, oak, spice, vanilla, brown sugar",10
"Still Austin 5 year old Bottled in Bond Red Corn (2024 Release), 50%",85,50,93,2024,Still Austin Whiskey Co.,undisclosed (features red corn),"caramel, toasted oak, spice, vanilla, red fruit",5
"Pappy Van Winkle 20 year old Family Reserve, 45.2%",90,45.2,93,NA,Buffalo Trace Distillery,undisclosed,"caramel, vanilla, oak, spice, tobacco",20
"Jefferson s Presidential Select, 18 year old, Batch #27, 47%",90,47,93,NA,"Jefferson's (sourced, originally distilled at Stitzel-Weller)",undisclosed,"caramel, vanilla, oak, dried fruit, spice",18
"Four Roses Limited Edition Small Batch (2014 Release), 55.9%",90,55.9,93,2014,Four Roses Distillery,Undisclosed,"Rich fruit, spice, caramel, vanilla, oak",12
"Mayor Pingree 11 year old Straight (Batch 3), 57.25%",90,57.2,93,2021,Valentine Distilling Co. (sourced from MGP),undisclosed,"caramel, oak, spice, vanilla, dark fruit",11
"Booker s 2020-01  Granny s Batch  Kentucky Straight Bourbon, 63.2%",90,63.2,93,2020,Jim Beam Distillery,"77% corn, 13% rye, 10% malted barley","Vanilla, Caramel, Oak, Spice, Cinnamon",6.5
"Barrell Blend of Straight Bourbons (Batch 024), 56.95%",90,57,93,2020,Barrell Craft Spirits (sourced from undisclosed distilleries),undisclosed,"caramel, spice, oak, vanilla, fruit",5.5
"Barrell New Year Blend of Straight Bourbons (2021 Edition), 56.95%",90,57,93,2021,Barrell Craft Spirits (sourced from undisclosed distilleries),undisclosed,"caramel, spice, vanilla, oak, dried fruit",5.5
"Barrell Cask-Strength Blend of Straight Bourbons (Batch 026), 56.32%",90,56.3,93,2020,Barrell Craft Spirits (sourced from undisclosed distilleries),undisclosed,"caramel, spice, vanilla, oak, dried fruit",5.5
"Barrell Cask Strength Blend of Straight Bourbons (Batch 027), 57.85%",90,57.9,93,2021,Barrell Craft Spirits (sourced from undisclosed distilleries),undisclosed,"caramel, spice, oak, vanilla, toasted nuts",5.5
"Booker s 2020-03  Pigskin Batch  Kentucky Straight, 63.65%",90,63.6,93,2020,Jim Beam Distillery,"77% corn, 13% rye, 10% malted barley","vanilla, caramel, oak, spice, bold",6.5
"Booker s 2021-02  Tagalong Batch  Kentucky Straight, 63.95%",90,64,93,2021,Jim Beam Distillery,"77% corn, 13% rye, 10% malted barley","caramel, vanilla, oak, spicy, roasted nuts",6.5
"Booker s  Ronnie s Batch 2022-01,  62.15%",90,62.1,93,2022,Jim Beam Distillery,"77% corn, 13% rye, 10% malted barley","caramel, oak, spice, vanilla, cinnamon",6.5
"Booker s  Springfield Batch  (Batch 2024-01), 62.25%",90,62.2,93,2024,Jim Beam Distillery,"77% corn, 13% rye, 10% malted barley","intense, caramel, vanilla, oak, spice",6.5
"Four Roses Limited Edition Single Barrel (2012 Release), 54.3%",95,54.3,93,2012,Four Roses Distillery,"60% corn, 35% rye, 5% malted barley","spicy, fruity, vanilla, caramel, oak",12
"Eagle Rare 17 year old Kentucky Straight Bourbon (2019 Buffalo Trace Antique Collection), 50.5%",99,50.5,93,2019,Buffalo Trace Distillery,Undisclosed,"Oak, Vanilla, Caramel, Spice, Tobacco",17
"Belle Meade 10 year old Sherry Cask Finish, 53.2%",100,53.2,93,NA,Nelson's Green Brier Distillery (sourced from MGP),undisclosed,"dried fruit, spice, caramel, oak",10
"Old Forester Birthday Kentucky Straight (2019 Release), 52.5%",100,52.5,93,2019,Old Forester Distillery,"72% corn, 18% rye, 10% malted barley","caramel, oak, spice, dark fruit, vanilla",11
"Hirsch The Single Barrel Double Oak (GLD23028), 64%",100,64,93,2023,Hirsch (sourced from Bardstown Bourbon Company),"72% Corn, 13% Rye, 15% Malted Barley","Oak, Spice, Vanilla, Caramel, Dark Fruit",7
"2XO The Kiawah Blend, 52%",100,52,93,2023,Two Times Oak (2XO),undisclosed,"caramel, oak, vanilla, spice, fruit",5
"Heaven Hill Grain to Glass (Distilled in 2017; 2024 Release), 53.5%",100,53.5,93,2017,Heaven Hill Distillery,undisclosed,"caramel, oak, vanilla, spice",7
"Old Fitzgerald 11 year old Bottled in Bond (Spring 2018 Release), 50%",110,50,93,2018,Heaven Hill Distillery,"68% corn, 20% wheat, 12% malted barley","caramel, oak, vanilla, spice, rich",11
"Old Bones 10 year old Reserve Straight Bourbon (Batch 5), 55%",110,55,93,2023,"Backbone Bourbon Company (sourced, undisclosed distillery)",undisclosed,"caramel, vanilla, oak, spice, brown sugar",10
"Barrell Bourbon Private Release Blend of Straights (CSX8), 57.05%",110,57,93,NA,"Barrell Craft Spirits (sourced, blend of undisclosed distilleries)",undisclosed,"caramel, oak, spice, vanilla, dried fruit",5.5
"Lost Lantern Single Cask Series Frey Ranch Nevada Straight Bourbon, 68.6%",110,68.6,93,2023,Frey Ranch Distillery,undisclosed,"rich oak, caramel, baking spice, vanilla, dark fruit",4
"Old Fitzgerald 8 year old Bottled in Bond (Fall 2023 Release), 50%",110,50,93,2023,Heaven Hill Distillery,"68% corn, 20% wheat, 12% malted barley","caramel, oak, vanilla, spice, honey",8
"Parker s Heritage 10 year old Heavy Char Kentucky Straight, 60%",120,60,93,2016,Heaven Hill Distillery,"78% corn, 12% malted barley, 10% rye","Heavy char, caramel, vanilla, oak, spice",10
"Lost Lantern Ironroot Republic Texas Straight Bourbon Single Cask, 68.65%",120,68.7,93,2023,Ironroot Republic Distillery,undisclosed,"bold, spicy, caramel, oak, rich",10
"Blue Run Flight Series II (No. 3 Tahoe Powder), 58%",120,58,93,2023,Blue Run Spirits (distilled at Castle & Key Distillery),undisclosed,"caramel, toasted oak, vanilla, baking spice, citrus",5
"Little Book Chapter 3  The Road Home,  61.3%",125,61.3,93,2019,Jim Beam Distillery,undisclosed,"caramel, vanilla, oak, spice, toasted nuts",5
"Bardstown Bourbon Co. Ch teau de Laubade Armagnac Barrel-Finished Bourbon, 59.2%",125,59.2,93,2021,Bardstown Bourbon Company,undisclosed,"dried fruit, caramel, oak, spice, toasted nuts",5
"Bardstown Bourbon Company Ferrand Finished, 55%",125,55,93,2023,Bardstown Bourbon Company,undisclosed,"caramel, dried fruit, oak, spice, vanilla",20
"Elijah Craig Single Barrel 20 year old (Barrel No. 13), 45%",130,45,93,NA,Heaven Hill Distillery,"78% corn, 12% malted barley, 10% rye","Oak, Vanilla, Caramel, Spice, Leather",13
"Old Fitzgerald 13 year old Bottled in Bond (Spring 2019 Release), 50%",130,50,93,2019,Heaven Hill Distillery,"68% corn, 20% wheat, 12% malted barley","caramel, oak, vanilla, spice, honey",6.5
"Woodford Reserve Batch Proof Kentucky Straight Bourbon (2019 Release), 61.6%",130,61.6,93,2019,Woodford Reserve Distillery,"72% corn, 18% rye, 10% malted barley","caramel, oak, spice, vanilla, dark fruit",13
"Baker s 13 year old Single Barrel (2023), 53.5%",130,53.5,93,2023,James B. Beam Distilling Co.,"77% corn, 13% rye, 10% malted barley","caramel, oak, vanilla, spice, toasted nuts",13
"Mary Dowling Barrel Strength Toasted Double Oak Barrel, 53.5%",130,53.5,93,2023,Whiskey Thief Distilling Co.,undisclosed,"toasted oak, caramel, vanilla, baking spice",8
"Four Roses Small Batch 130th Anniversary Edition, 54.15%",140,54.1,93,2018,Four Roses Distillery,undisclosed,"rich fruit, vanilla, spice, caramel, oak",10
"Old Fitzgerald 14 year old Bottled in Bond (Fall 2020 Release), 50%",140,50,93,2020,Heaven Hill Distillery,"68% corn, 20% wheat, 12% malted barley","caramel, oak, vanilla, spice, honey",8
"15 Stars 8 & 15 year old Private Stock, 53.5%",140,53.5,93,2023,Undisclosed (Sourced),Undisclosed,"Caramel, Oak, Vanilla, Spice, Fruity",10
"Wild Turkey Master's Keep Decades, 52%",150,52,93,2017,Wild Turkey Distillery,"75% corn, 13% rye, 12% malted barley","caramel, oak, spice, vanilla, dried fruit",10
"Old Forester 150th Anniversary Batch Proof Kentucky Straight Bourbon (Batch 01/03), 62.8%",150,62.8,93,2020,Old Forester Distillery,"72% corn, 18% rye, 10% malted barley","caramel, oak, dark fruit, spice, vanilla",15
"Valentine Distilling Co. 15 year old Mayor Pingree  Black Label,  57%",160,57,93,2022,Valentine Distilling Co.,undisclosed,"oak, caramel, spice, vanilla, rich",15
"Bardstown Bourbon Company Collaborative Series Plantation Rum Barrel Finished, 52%",160,52,93,2023,Bardstown Bourbon Company,undisclosed,"vanilla, caramel, tropical fruit, oak, molasses",15
"Bardstown Bourbon Company Collaborative Series Goose Island Bourbon County Stout Barrel Finished, 50%",160,50,93,2023,Bardstown Bourbon Company,undisclosed,"chocolate, caramel, roasted malt, oak, vanilla",15
"Knob Creek 18 year old Limited Edition Small Batch, 50%",170,50,93,2022,Jim Beam Distillery,"75% corn, 13% rye, 12% malted barley","oak, caramel, vanilla, spice, leather",18
"Blue Note 17 year old Barrel Proof Straight (Barrel No. 12841), 54.45%",175,54.5,93,2021,Undisclosed (sourced from George Dickel Distillery),"84% corn, 8% rye, 8% malted barley","caramel, oak, vanilla, spice, brown sugar",17
"Wild Turkey Master s Keep One, 50.5%",175,50.5,93,2021,Wild Turkey Distillery,"75% corn, 13% rye, 12% malted barley","caramel, oak, spice, vanilla, dried fruit",15
"15 Stars Triple Cask Cognac, Port, and Rum Cask Finished (Batch 001), 52.5%",180,52.5,93,2023,"15 Stars (sourced, exact distillery undisclosed)",undisclosed,"rich fruit, caramel, spice, oak, sweet rum",15
"Michter s Single Barrel 10 year old (Batch 23A0272), 47.2%",185,47.2,93,2023,Michter's Distillery,undisclosed,"caramel, vanilla, oak, spice, dried fruit",10
"Three Chord 15 year old Whiskey Drummer Kentucky Straight Bourbon, 58.95%",190,59,93,NA,Undisclosed (sourced from Kentucky),undisclosed,"oak, caramel, vanilla, spice, leather",15
"Four Gate Andalusia Key Oloroso and Dark Rum Cask-Finished (Batch 9), 60.6%",199,60.6,93,2021,Undisclosed (sourced and bottled by Four Gate Whiskey Company),Undisclosed,"Rich fruit, Oloroso sherry, dark rum sweetness, oak spice",10
"Four Gate The Kelvin Collaboration III (Batch 12), 61.85%",199,61.9,93,2021,Four Gate Whiskey Company,undisclosed,"oak, caramel, vanilla, spice, dark fruit",10.5
"Booker s 30th Anniversary, 62.9%",200,62.9,93,2018,Jim Beam Distillery,"77% corn, 13% rye, 10% malted barley","oak, vanilla, caramel, spice, rich",10
"Angel s Envy Oloroso Sherry Cask Finished, 50%",200,50,93,2023,Louisville Distilling Co.,"72% corn, 18% rye, 10% malted barley","dried fruit, caramel, spice, oak, sherry",10
"Four Gate 11 year old Sherry-Rum Cask-Finished Bourbon (Batch 1), 61.7%",200,61.7,93,2019,Undisclosed,Undisclosed,"Sherry, Rum, Dark Fruit, Vanilla, Oak",11
"Angel s Envy Cask Strength Port Barrel-Finished Bourbon (2019 Release), 61.2%",200,61.2,93,2019,Louisville Distilling Co.,"72% corn, 18% rye, 10% malted barley","port, caramel, chocolate, oak, spice",10
"Four Gate 9 year old Foundation Kentucky Straight Bourbon, 59.7%",200,59.7,93,NA,Undisclosed (sourced from Kentucky distillery),"75% corn, 13% rye, 12% malted barley","caramel, vanilla, oak, spice, rich",9
"Four Gate The Kelvin Collaboration V (Batch 28), 58.5%",200,58.5,93,2023,Four Gate Whiskey Company,undisclosed,"caramel, toasted oak, vanilla, dark fruit, spice",10
"Jos. A. Magnus Murray Hill Club Special Release Calvados Cask Finished Blend (Batch 4), 55.5%",200,55.5,93,2023,Jos. A. Magnus & Co.,undisclosed,"apple, caramel, spice, oak, vanilla",10
"Widow Jane 15 year old The Vaults Blend of Straights (Batch 3), 49.5%",225,49.5,93,2022,Widow Jane Distillery (sourced blend),undisclosed,"oak, caramel, dark fruit, spice, vanilla",15
"Barrell 15 year old Cask Strength Blend of Straight Bourbons (2020 Release), 52.45%",249,52.5,93,2020,Barrell Craft Spirits (sourced from undisclosed distilleries),undisclosed,"caramel, oak, spice, vanilla, dried fruit",15
"King of Kentucky 15 year old Straight Bourbon (2019 Release, Barrel 8), 65.5%",250,65.5,93,2019,Brown-Forman Distillery,"79% corn, 11% rye, 10% malted barley","oak, caramel, vanilla, spice, tobacco",15
"Angel s Envy Tawny Port Wine Barrel-Finished Bourbon, 55.8%",250,55.8,93,2023,Angel's Envy Distillery,"72% corn, 18% rye, 10% malted barley","rich, fruity, caramel, spice, wine-influenced",10
"Four Gate Japanese Mizunara Oak Finished, 58.7%",250,58.7,93,2023,Four Gate Whiskey Company,undisclosed,"oak spice, caramel, vanilla, exotic spice, toasted coconut",10
"Heaven Hill Heritage Collection 17 year old Barrel Proof, 59.1%",275,59.1,93,2023,Heaven Hill Distillery,"78% corn, 10% rye, 12% malted barley","Oak, Vanilla, Caramel, Spice, Dark Fruit",17
"Michter s 20 year old Bourbon (Barrel #1646), 57.1%",450,57.1,93,2013,Michter's Distillery,undisclosed,"oak, caramel, vanilla, spice, dried fruit",20
"George Dickel 18 year old, 45%",510,45,93,NA,Cascade Hollow Distilling Co.,"84% corn, 8% rye, 8% malted barley","oak, caramel, vanilla, spice, dried fruit",18
"Michter s 25 year old Bourbon, 58.1%",800,58.1,93,2017,Michter's Distillery,undisclosed,"oak, caramel, vanilla, spice, dark fruit",25
"Kentucky Owl Dry State, 50%",1000,50,93,2020,Kentucky Owl,undisclosed,"oak, caramel, vanilla, spice, orchard fruit",10
"Evan Williams Single Barrel 1990 Vintage (Barrel #1), 43%",22,43,92,1990,Heaven Hill Distillery,"78% corn, 12% malted barley, 10% rye","caramel, vanilla, oak, spice, honey",10
"Old Bardstown Bottled in Bond, 50%",24,50,92,2016,Willett Distillery,undisclosed,"caramel, vanilla, oak, spice, toasted nuts",10
"Evan Williams Single Barrel 1995 Vintage (Barrel #1), 43.3%",25,43.3,92,1995,Heaven Hill Distillery,"78% corn, 10% rye, 12% malted barley","caramel, vanilla, oak, spice, honey",10
